2025/01/09,00:17:55,0,caption,763787,角を持つ頭のクレイ彫刻,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:00,0,llama,101680,草の中に2匹のヒグマが立っている画像に対して一言。,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:07,2,llama,154957,犬をふりかけるというよりは、「犬を乗せて走ってる」感じかな,3,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:10,3,GUMI_AMAE_100.0,275386,お前も痔かぁー,240,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:14,2,GUMI_AMAE_10.0,755506,この後、彼は見た,302,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:21,3,GUMI_AMAE_100.0,678875,俺の頭の中,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:27,1,llama,776260,#ここに面白いボケを書きます,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:33,2,caption,672837,ニンジンを食べるバニーの衣装を着た少女,539,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:40,0,llama,383653,このぬいぐるみは、人形の家に引っ越してきた人形の家に引っ越してきた人形の家です。,751,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:45,1,caption,404481,人や動物の写真のコラージュ,1,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:50,3,GUMI_AMAE_10.0,712051,この後、彼の姿を見た者は誰か…,330,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:18:56,1,caption,7030,人々の一群を飛び越えるイエスの絵,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:19:02,1,GUMI_AMAE_100.0,52866,「あ、ごめん、今日はカルカン？」,168,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:19:09,2,GUMI_AMAE_10.0,311022,あー、もう、もう、何も出ない,704,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:19:13,0,llama,670113,地面に座っているサッカー選手画像に対して一言。,581,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:19:18,1,caption,280300,口髭を生やした白黒の男性,2571,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:19:25,3,human,625026,電車を降りた事に気付いてない。,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:19:29,2,GUMI_T_3,429708,「お母さんの真似して」,680,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,00:19:36,0,GUMI_AMAE_10.0,609616,‖‖‖‖‖,281,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:42:45,0,caption,570243,赤い服を着た女性が男の隣に立っている,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:42:52,2,human,712051,その時人類は思い出した,330,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:42:58,0,llama,457392,赤子を抱いている男性画像に対して一言。,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:03,2,GUMI_AMAE_10.0,685876,「ああ、私が白黒な」,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:14,1,GUMI_T_3,765561,「お父さんは今から旅行に行く準備をしてるよ」,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:20,2,GUMI_AMAE_1.0,102671,「お前頭大丈夫？」,3,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:28,2,GUMI_T_3,706501,「お前、俺の女の子じゃね?」,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:32,2,llama,275386,それはあなたの想像です,240,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:45,3,GUMI_AMAE_100.0,257992,「お願いです！僕を食べても食べても食べても食べても我慢できません！」,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:49,1,GUMI_T_3,706501,「お前、俺の女の子じゃね?」,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,08:43:54,0,Neural_Joking_Machine,7030,「「「「「「「「イエッｋ★とかはいいからさ～！,0,U81871d2aa3a80ab44110271b3fe58509
2025/01/09,14:41:10,3,GUMI_AMAE_1.0,373679,「あ～、お前の嫁さん、またつまらぬ物を結んでくれたから未だに使ってるんだけど、もう一度行っ,0,U81871d2aa3a80ab44110271b3fe58509
